geno,CH65_i_MI_neg_a,CH65_i_MI_pos_a,CH65_i_MI_neg_b,CH65_i_MI_pos_b,CH65_i_MI_neg_c,CH65_i_MI_pos_c,CH65_i_SI_G189D_neg_a,CH65_i_SI_G189D_pos_a,CH65_i_SI_G189D_neg_b,CH65_i_SI_G189D_pos_b,CH65_i_SI_G189D_neg_c,CH65_i_SI_G189D_pos_c,CH65_i_unsorted
0011101101101001,2,23,2,23,2,23,1,41,1,41,1,41,117
0011101101101010,0,28,0,28,0,28,0,47,0,47,0,47,180
0011101101101011,0,26,0,26,0,26,1,94,1,94,1,94,160
0011101101101100,1,6,1,6,1,6,1,23,1,23,1,23,89
0011101101101101,0,13,0,13,0,13,0,37,0,37,0,37,82
0011101101101110,2,34,2,34,2,34,0,51,0,51,0,51,152
0011101101101111,0,28,0,28,0,28,0,76,0,76,0,76,125
0011101101110000,0,39,0,39,0,39,1,63,1,63,1,63,125
0011101101110001,0,63,0,63,0,63,1,64,1,64,1,64,97
0011101101110010,0,87,0,87,0,87,0,102,0,102,0,102,70
0011101101110011,0,73,0,73,0,73,0,131,0,131,0,131,91
0011101101110100,0,29,0,29,0,29,0,51,0,51,0,51,72
0011101101110101,0,51,0,51,0,51,0,83,0,83,0,83,72
0011101101110110,0,48,0,48,0,48,0,104,0,104,0,104,88
0011101101110111,1,62,1,62,1,62,1,144,1,144,1,144,83
0011101101111000,1,19,1,19,1,19,2,40,2,40,2,40,108
0011101101111001,0,28,0,28,0,28,0,57,0,57,0,57,97
0011101101111010,0,69,0,69,0,69,1,71,1,71,1,71,153
0011101101111011,0,61,0,61,0,61,0,107,0,107,0,107,87
0011101101111100,1,25,1,25,1,25,1,70,1,70,1,70,113
0011101101111101,0,58,0,58,0,58,0,56,0,56,0,56,137
0011101101111110,0,33,0,33,0,33,0,103,0,103,0,103,80
0011101101111111,0,52,0,52,0,52,0,104,0,104,0,104,96
0011101110000000,1,57,1,57,1,57,1,87,1,87,1,87,102
0011101110000001,1,45,1,45,1,45,0,87,0,87,0,87,52
0011101110000010,0,85,0,85,0,85,1,111,1,111,1,111,145
0011101110000011,1,233,1,233,1,233,2,172,2,172,2,172,115
0011101110000100,1,70,1,70,1,70,2,97,2,97,2,97,112
0011101110000101,1,209,1,209,1,209,0,119,0,119,0,119,138
0011101110000110,0,318,0,318,0,318,5,99,5,99,5,99,96
0011101110000111,0,95,0,95,0,95,0,147,0,147,0,147,84
0011101110001000,0,60,0,60,0,60,0,45,0,45,0,45,79
0011101110001001,0,165,0,165,0,165,2,99,2,99,2,99,158
0011101110001010,0,88,0,88,0,88,0,63,0,63,0,63,56
0011101110001011,0,210,0,210,0,210,4,127,4,127,4,127,67
0011101110001100,0,62,0,62,0,62,1,91,1,91,1,91,72
0011101110001101,0,132,0,132,0,132,0,91,0,91,0,91,59
0011101110001110,3,61,3,61,3,61,3,103,3,103,3,103,85
0011101110001111,3,67,3,67,3,67,0,130,0,130,0,130,102
0011101110010000,1,147,1,147,1,147,0,111,0,111,0,111,120
0011101110010001,0,193,0,193,0,193,2,109,2,109,2,109,117
0011101110010010,1,98,1,98,1,98,2,95,2,95,2,95,146
0011101110010011,0,87,0,87,0,87,0,132,0,132,0,132,103
0011101110010100,1,98,1,98,1,98,0,99,0,99,0,99,64
0011101110010101,2,212,2,212,2,212,1,103,1,103,1,103,141
0011101110010110,1,112,1,112,1,112,0,104,0,104,0,104,151
0011101110010111,0,155,0,155,0,155,0,119,0,119,0,119,100
0011101110011000,0,100,0,100,0,100,1,80,1,80,1,80,80
0011101110011001,0,149,0,149,0,149,2,96,2,96,2,96,74
0011101110011010,0,91,0,91,0,91,0,95,0,95,0,95,92
0011101110011011,0,189,0,189,0,189,0,119,0,119,0,119,70
0011101110011100,1,152,1,152,1,152,0,75,0,75,0,75,92
0011101110011101,0,82,0,82,0,82,1,75,1,75,1,75,57
0011101110011110,1,113,1,113,1,113,0,88,0,88,0,88,113
0011101110011111,0,76,0,76,0,76,1,121,1,121,1,121,139
0011101110100000,1,32,1,32,1,32,0,37,0,37,0,37,106
0011101110100001,1,51,1,51,1,51,0,61,0,61,0,61,76
0011101110100010,1,25,1,25,1,25,0,70,0,70,0,70,67
0011101110100011,0,85,0,85,0,85,0,94,0,94,0,94,104
0011101110100100,0,19,0,19,0,19,0,60,0,60,0,60,57
0011101110100101,0,55,0,55,0,55,1,67,1,67,1,67,87
0011101110100110,0,34,0,34,0,34,2,65,2,65,2,65,99
0011101110100111,1,54,1,54,1,54,2,112,2,112,2,112,83
0011101110101000,0,14,0,14,0,14,0,53,0,53,0,53,96
0011101110101001,0,30,0,30,0,30,0,69,0,69,0,69,102
0011101110101010,0,26,0,26,0,26,0,74,0,74,0,74,69
0011101110101011,0,49,0,49,0,49,1,100,1,100,1,100,96
0011101110101100,3,29,3,29,3,29,1,56,1,56,1,56,42
0011101110101101,0,53,0,53,0,53,0,60,0,60,0,60,118
0011101110101110,0,40,0,40,0,40,0,68,0,68,0,68,69
0011101110101111,0,91,0,91,0,91,1,105,1,105,1,105,139
0011101110110000,0,41,0,41,0,41,0,77,0,77,0,77,66
0011101110110001,0,70,0,70,0,70,0,95,0,95,0,95,70
0011101110110010,3,148,3,148,3,148,0,81,0,81,0,81,199
0011101110110011,1,77,1,77,1,77,0,150,0,150,0,150,75
0011101110110100,1,50,1,50,1,50,0,81,0,81,0,81,89
0011101110110101,0,115,0,115,0,115,0,83,0,83,0,83,150
0011101110110110,0,66,0,66,0,66,0,105,0,105,0,105,85
0011101110110111,0,60,0,60,0,60,2,136,2,136,2,136,62
0011101110111000,0,66,0,66,0,66,1,49,1,49,1,49,97
0011101110111001,1,32,1,32,1,32,0,72,0,72,0,72,84
0011101110111010,0,39,0,39,0,39,0,78,0,78,0,78,95
0011101110111011,0,51,0,51,0,51,0,95,0,95,0,95,60
0011101110111100,0,47,0,47,0,47,0,66,0,66,0,66,66
0011101110111101,0,66,0,66,0,66,0,79,0,79,0,79,70
0011101110111110,0,69,0,69,0,69,0,98,0,98,0,98,113
0011101110111111,0,78,0,78,0,78,1,115,1,115,1,115,144
0011101111000000,1,40,1,40,1,40,2,67,2,67,2,67,122
0011101111000001,0,95,0,95,0,95,1,76,1,76,1,76,96
0011101111000010,1,130,1,130,1,130,2,118,2,118,2,118,205
0011101111000011,0,167,0,167,0,167,4,184,4,184,4,184,146
0011101111000100,2,59,2,59,2,59,6,81,6,81,6,81,113
0011101111000101,1,99,1,99,1,99,2,110,2,110,2,110,141
0011101111000110,4,99,4,99,4,99,0,104,0,104,0,104,111
0011101111000111,0,89,0,89,0,89,0,144,0,144,0,144,213
0011101111001000,1,26,1,26,1,26,1,57,1,57,1,57,122
0011101111001001,0,37,0,37,0,37,0,85,0,85,0,85,151
0011101111001010,1,207,1,207,1,207,1,89,1,89,1,89,153
0011101111001011,0,125,0,125,0,125,0,142,0,142,0,142,137
0011101111001100,6,36,6,36,6,36,2,61,2,61,2,61,100
0011101111001101,0,174,0,174,0,174,2,85,2,85,2,85,212
0011101111001110,0,131,0,131,0,131,1,108,1,108,1,108,170
0011101111001111,0,188,0,188,0,188,1,118,1,118,1,118,217
0011101111010000,0,121,0,121,0,121,1,137,1,137,1,137,103
0011101111010001,0,69,0,69,0,69,1,105,1,105,1,105,122
0011101111010010,0,88,0,88,0,88,2,124,2,124,2,124,166
0011101111010011,0,123,0,123,0,123,0,162,0,162,0,162,103
0011101111010100,0,208,0,208,0,208,2,142,2,142,2,142,151
0011101111010101,0,161,0,161,0,161,1,163,1,163,1,163,146
0011101111010110,0,159,0,159,0,159,0,98,0,98,0,98,229
0011101111010111,1,112,1,112,1,112,1,174,1,174,1,174,89
0011101111011000,0,119,0,119,0,119,1,72,1,72,1,72,63
0011101111011001,1,45,1,45,1,45,0,99,0,99,0,99,82
0011101111011010,2,112,2,112,2,112,1,120,1,120,1,120,153
0011101111011011,0,128,0,128,0,128,1,110,1,110,1,110,71
0011101111011100,1,41,1,41,1,41,2,103,2,103,2,103,82
0011101111011101,0,81,0,81,0,81,0,116,0,116,0,116,84
0011101111011110,2,104,2,104,2,104,0,112,0,112,0,112,97
0011101111011111,1,305,1,305,1,305,0,140,0,140,0,140,200
0011101111100000,0,33,0,33,0,33,1,52,1,52,1,52,149
0011101111100001,0,25,0,25,0,25,0,59,0,59,0,59,94
0011101111100010,0,33,0,33,0,33,0,85,0,85,0,85,131
0011101111100011,0,68,0,68,0,68,0,123,0,123,0,123,99
0011101111100100,1,23,1,23,1,23,0,60,0,60,0,60,119
0011101111100101,1,39,1,39,1,39,1,63,1,63,1,63,122
0011101111100110,0,38,0,38,0,38,0,82,0,82,0,82,88
0011101111100111,0,71,0,71,0,71,0,123,0,123,0,123,85
0011101111101000,1,17,1,17,1,17,1,41,1,41,1,41,83
0011101111101001,0,44,0,44,0,44,0,42,0,42,0,42,183
0011101111101010,2,46,2,46,2,46,1,72,1,72,1,72,140
0011101111101011,0,83,0,83,0,83,0,101,0,101,0,101,160
0011101111101100,0,19,0,19,0,19,1,40,1,40,1,40,75
0011101111101101,0,31,0,31,0,31,0,56,0,56,0,56,130
0011101111101110,0,37,0,37,0,37,1,86,1,86,1,86,192
0011101111101111,1,65,1,65,1,65,0,69,0,69,0,69,130
0011101111110000,0,81,0,81,0,81,0,104,0,104,0,104,138
0011101111110001,0,57,0,57,0,57,0,85,0,85,0,85,136
0011101111110010,0,130,0,130,0,130,0,105,0,105,0,105,98
0011101111110011,1,175,1,175,1,175,0,121,0,121,0,121,90
0011101111110100,0,40,0,40,0,40,0,66,0,66,0,66,88
0011101111110101,0,44,0,44,0,44,0,63,0,63,0,63,119
0011101111110110,0,36,0,36,0,36,0,78,0,78,0,78,143
0011101111110111,0,156,0,156,0,156,0,117,0,117,0,117,104
0011101111111000,0,35,0,35,0,35,0,52,0,52,0,52,71
0011101111111001,0,68,0,68,0,68,0,77,0,77,0,77,108
0011101111111010,0,62,0,62,0,62,0,82,0,82,0,82,99
0011101111111011,0,119,0,119,0,119,1,130,1,130,1,130,119
0011101111111100,1,34,1,34,1,34,0,61,0,61,0,61,84
0011101111111101,1,59,1,59,1,59,1,107,1,107,1,107,85
0011101111111110,0,43,0,43,0,43,1,86,1,86,1,86,158
0011101111111111,0,76,0,76,0,76,1,98,1,98,1,98,112
0011110000000000,3,24,3,24,3,24,1,33,1,33,1,33,100
0011110000000001,2,36,2,36,2,36,1,33,1,33,1,33,129
0011110000000010,1,65,1,65,1,65,5,47,5,47,5,47,81
0011110000000011,2,102,2,102,2,102,7,94,7,94,7,94,146
0011110000000100,4,25,4,25,4,25,2,47,2,47,2,47,190
0011110000000101,2,65,2,65,2,65,2,34,2,34,2,34,226
0011110000000110,16,45,16,45,16,45,2,58,2,58,2,58,121
0011110000000111,2,116,2,116,2,116,4,91,4,91,4,91,104
0011110000001000,3,20,3,20,3,20,2,17,2,17,2,17,102
0011110000001001,0,28,0,28,0,28,2,39,2,39,2,39,77
0011110000001010,4,53,4,53,4,53,7,38,7,38,7,38,109
0011110000001011,3,47,3,47,3,47,3,73,3,73,3,73,130
0011110000001100,2,22,2,22,2,22,3,37,3,37,3,37,63
0011110000001101,1,25,1,25,1,25,0,43,0,43,0,43,92
0011110000001110,3,31,3,31,3,31,1,50,1,50,1,50,115
0011110000001111,2,28,2,28,2,28,0,78,0,78,0,78,70
0011110000010000,2,82,2,82,2,82,2,63,2,63,2,63,103
0011110000010001,1,26,1,26,1,26,4,59,4,59,4,59,81
0011110000010010,1,96,1,96,1,96,7,46,7,46,7,46,109
0011110000010011,3,116,3,116,3,116,3,120,3,120,3,120,144
0011110000010100,4,89,4,89,4,89,2,86,2,86,2,86,70
0011110000010101,1,124,1,124,1,124,2,99,2,99,2,99,91
0011110000010110,3,121,3,121,3,121,2,86,2,86,2,86,284
0011110000010111,2,158,2,158,2,158,1,114,1,114,1,114,80
0011110000011000,2,69,2,69,2,69,3,51,3,51,3,51,89
0011110000011001,1,48,1,48,1,48,0,67,0,67,0,67,152
0011110000011010,2,71,2,71,2,71,0,79,0,79,0,79,76
0011110000011011,1,123,1,123,1,123,2,108,2,108,2,108,95
0011110000011100,1,44,1,44,1,44,0,70,0,70,0,70,79
0011110000011101,1,80,1,80,1,80,2,67,2,67,2,67,73
0011110000011110,3,74,3,74,3,74,1,84,1,84,1,84,226
0011110000011111,4,113,4,113,4,113,2,96,2,96,2,96,74
0011110000100000,2,15,2,15,2,15,0,40,0,40,0,40,146
0011110000100001,0,69,0,69,0,69,0,47,0,47,0,47,122
0011110000100010,0,34,0,34,0,34,1,63,1,63,1,63,113
0011110000100011,0,87,0,87,0,87,0,97,0,97,0,97,106
0011110000100100,1,14,1,14,1,14,1,29,1,29,1,29,108
0011110000100101,0,22,0,22,0,22,1,46,1,46,1,46,66
0011110000100110,1,33,1,33,1,33,0,51,0,51,0,51,173
0011110000100111,2,49,2,49,2,49,0,64,0,64,0,64,86
0011110000101000,0,15,0,15,0,15,1,26,1,26,1,26,96
0011110000101001,1,15,1,15,1,15,2,31,2,31,2,31,91
0011110000101010,0,33,0,33,0,33,4,37,4,37,4,37,80
0011110000101011,1,57,1,57,1,57,0,86,0,86,0,86,96
0011110000101100,0,10,0,10,0,10,1,29,1,29,1,29,111
0011110000101101,3,21,3,21,3,21,0,28,0,28,0,28,68
0011110000101110,2,41,2,41,2,41,2,50,2,50,2,50,120
0011110000101111,1,37,1,37,1,37,0,49,0,49,0,49,135
0011110000110000,2,41,2,41,2,41,0,67,0,67,0,67,106
0011110000110001,1,139,1,139,1,139,1,70,1,70,1,70,140
0011110000110010,2,76,2,76,2,76,3,84,3,84,3,84,162
0011110000110011,2,102,2,102,2,102,0,98,0,98,0,98,121
0011110000110100,0,46,0,46,0,46,0,73,0,73,0,73,74
0011110000110101,2,36,2,36,2,36,0,82,0,82,0,82,58
0011110000110110,0,83,0,83,0,83,0,60,0,60,0,60,146
0011110000110111,0,54,0,54,0,54,2,96,2,96,2,96,147
0011110000111000,0,26,0,26,0,26,0,38,0,38,0,38,93
0011110000111001,1,37,1,37,1,37,0,68,0,68,0,68,82
0011110000111010,1,41,1,41,1,41,0,68,0,68,0,68,75
0011110000111011,0,88,0,88,0,88,0,101,0,101,0,101,69
0011110000111100,0,13,0,13,0,13,1,41,1,41,1,41,98
0011110000111101,0,37,0,37,0,37,0,62,0,62,0,62,58
0011110000111110,0,110,0,110,0,110,2,71,2,71,2,71,97
0011110000111111,0,50,0,50,0,50,1,82,1,82,1,82,69
0011110001000000,1,5,1,5,1,5,1,12,1,12,1,12,183
0011110001000001,2,21,2,21,2,21,2,22,2,22,2,22,165
0011110001000010,5,20,5,20,5,20,4,42,4,42,4,42,170
0011110001000011,2,43,2,43,2,43,3,66,3,66,3,66,175
0011110001000100,4,12,4,12,4,12,2,9,2,9,2,9,137
0011110001000101,5,13,5,13,5,13,1,16,1,16,1,16,217
0011110001000110,5,29,5,29,5,29,0,29,0,29,0,29,166
0011110001000111,5,21,5,21,5,21,5,76,5,76,5,76,253
0011110001001000,1,3,1,3,1,3,3,11,3,11,3,11,96
0011110001001001,3,11,3,11,3,11,5,15,5,15,5,15,189
0011110001001010,4,20,4,20,4,20,2,27,2,27,2,27,139
0011110001001011,0,50,0,50,0,50,4,49,4,49,4,49,239
0011110001001100,2,13,2,13,2,13,2,12,2,12,2,12,97
0011110001001101,0,11,0,11,0,11,1,12,1,12,1,12,169
0011110001001110,2,25,2,25,2,25,2,36,2,36,2,36,183
0011110001001111,4,36,4,36,4,36,4,63,4,63,4,63,98
0011110001010000,2,45,2,45,2,45,2,31,2,31,2,31,120
0011110001010001,2,37,2,37,2,37,2,50,2,50,2,50,94
0011110001010010,3,39,3,39,3,39,2,52,2,52,2,52,193
0011110001010011,0,121,0,121,0,121,2,114,2,114,2,114,117
0011110001010100,2,20,2,20,2,20,2,32,2,32,2,32,161
0011110001010101,3,27,3,27,3,27,1,57,1,57,1,57,155
0011110001010110,2,86,2,86,2,86,5,65,5,65,5,65,161
0011110001010111,0,108,0,108,0,108,2,105,2,105,2,105,176
0011110001011000,4,25,4,25,4,25,2,26,2,26,2,26,102
0011110001011001,0,27,0,27,0,27,1,47,1,47,1,47,128
0011110001011010,3,23,3,23,3,23,1,58,1,58,1,58,236
0011110001011011,1,35,1,35,1,35,1,86,1,86,1,86,111
0011110001011100,2,16,2,16,2,16,4,33,4,33,4,33,130
0011110001011101,1,52,1,52,1,52,0,32,0,32,0,32,116
0011110001011110,0,47,0,47,0,47,2,55,2,55,2,55,109
0011110001011111,2,48,2,48,2,48,2,84,2,84,2,84,112
0011110001100000,1,8,1,8,1,8,3,10,3,10,3,10,100
0011110001100001,0,15,0,15,0,15,0,13,0,13,0,13,82
0011110001100010,1,20,1,20,1,20,2,24,2,24,2,24,145
0011110001100011,0,17,0,17,0,17,1,59,1,59,1,59,143
0011110001100100,0,11,0,11,0,11,0,10,0,10,0,10,105
0011110001100101,1,8,1,8,1,8,3,19,3,19,3,19,111
0011110001100110,0,15,0,15,0,15,1,24,1,24,1,24,91
0011110001100111,0,18,0,18,0,18,1,52,1,52,1,52,134
0011110001101000,2,2,2,2,2,2,2,6,2,6,2,6,92
0011110001101001,0,23,0,23,0,23,2,15,2,15,2,15,156
0011110001101010,0,13,0,13,0,13,0,26,0,26,0,26,105
0011110001101011,0,23,0,23,0,23,0,36,0,36,0,36,208
0011110001101100,0,9,0,9,0,9,1,6,1,6,1,6,93
0011110001101101,2,6,2,6,2,6,2,16,2,16,2,16,66
0011110001101110,1,11,1,11,1,11,2,14,2,14,2,14,104
0011110001101111,0,41,0,41,0,41,2,33,2,33,2,33,155
0011110001110000,0,21,0,21,0,21,3,18,3,18,3,18,164
0011110001110001,1,20,1,20,1,20,0,28,0,28,0,28,81
0011110001110010,1,29,1,29,1,29,4,45,4,45,4,45,103
0011110001110011,1,33,1,33,1,33,1,92,1,92,1,92,262
0011110001110100,0,10,0,10,0,10,0,30,0,30,0,30,198
0011110001110101,0,25,0,25,0,25,1,26,1,26,1,26,136
0011110001110110,1,29,1,29,1,29,0,51,0,51,0,51,125
0011110001110111,1,36,1,36,1,36,0,73,0,73,0,73,115
0011110001111000,0,11,0,11,0,11,1,21,1,21,1,21,83
0011110001111001,2,17,2,17,2,17,2,30,2,30,2,30,166
0011110001111010,0,60,0,60,0,60,0,45,0,45,0,45,115
0011110001111011,0,26,0,26,0,26,0,77,0,77,0,77,114
0011110001111100,1,31,1,31,1,31,2,24,2,24,2,24,126
0011110001111101,0,14,0,14,0,14,0,23,0,23,0,23,146
0011110001111110,0,25,0,25,0,25,1,48,1,48,1,48,99
0011110001111111,3,40,3,40,3,40,0,54,0,54,0,54,62
0011110010000000,2,34,2,34,2,34,0,51,0,51,0,51,97
0011110010000001,3,31,3,31,3,31,3,66,3,66,3,66,99
0011110010000010,0,56,0,56,0,56,1,59,1,59,1,59,90
0011110010000011,1,87,1,87,1,87,1,128,1,128,1,128,158
0011110010000100,1,58,1,58,1,58,2,62,2,62,2,62,195
0011110010000101,1,26,1,26,1,26,0,76,0,76,0,76,83
0011110010000110,3,52,3,52,3,52,2,56,2,56,2,56,142
0011110010000111,0,69,0,69,0,69,3,113,3,113,3,113,116
0011110010001000,0,25,0,25,0,25,3,29,3,29,3,29,94
0011110010001001,3,40,3,40,3,40,0,66,0,66,0,66,122
0011110010001010,2,40,2,40,2,40,3,54,3,54,3,54,68
0011110010001011,0,128,0,128,0,128,0,97,0,97,0,97,131
0011110010001100,4,23,4,23,4,23,3,64,3,64,3,64,147
0011110010001101,0,35,0,35,0,35,0,54,0,54,0,54,145
0011110010001110,3,39,3,39,3,39,0,50,0,50,0,50,140
0011110010001111,2,67,2,67,2,67,2,83,2,83,2,83,75
0011110010010000,1,65,1,65,1,65,1,74,1,74,1,74,130
0011110010010001,1,132,1,132,1,132,1,96,1,96,1,96,97
0011110010010010,0,66,0,66,0,66,0,71,0,71,0,71,80
0011110010010011,1,107,1,107,1,107,2,129,2,129,2,129,69
0011110010010100,0,103,0,103,0,103,5,77,5,77,5,77,68
0011110010010101,1,66,1,66,1,66,0,116,0,116,0,116,119
0011110010010110,1,68,1,68,1,68,1,77,1,77,1,77,110
0011110010010111,0,79,0,79,0,79,0,103,0,103,0,103,78
0011110010011000,1,39,1,39,1,39,2,53,2,53,2,53,94
0011110010011001,1,169,1,169,1,169,2,68,2,68,2,68,53
0011110010011010,0,67,0,67,0,67,2,81,2,81,2,81,79
0011110010011011,1,172,1,172,1,172,1,116,1,116,1,116,101
0011110010011100,1,54,1,54,1,54,1,89,1,89,1,89,74
0011110010011101,3,42,3,42,3,42,1,81,1,81,1,81,69
0011110010011110,3,122,3,122,3,122,0,87,0,87,0,87,141
0011110010011111,0,100,0,100,0,100,0,102,0,102,0,102,103
0011110010100000,0,24,0,24,0,24,1,40,1,40,1,40,82
0011110010100001,0,44,0,44,0,44,0,61,0,61,0,61,113
0011110010100010,1,64,1,64,1,64,0,63,0,63,0,63,152
0011110010100011,1,56,1,56,1,56,2,83,2,83,2,83,130
0011110010100100,3,18,3,18,3,18,0,42,0,42,0,42,86
0011110010100101,0,37,0,37,0,37,0,76,0,76,0,76,191
0011110010100110,0,57,0,57,0,57,1,73,1,73,1,73,95
0011110010100111,0,27,0,27,0,27,1,94,1,94,1,94,88
0011110010101000,0,16,0,16,0,16,1,36,1,36,1,36,59
0011110010101001,0,13,0,13,0,13,2,52,2,52,2,52,96
0011110010101010,0,20,0,20,0,20,0,45,0,45,0,45,61
0011110010101011,1,32,1,32,1,32,0,87,0,87,0,87,61
0011110010101100,0,24,0,24,0,24,1,42,1,42,1,42,100
0011110010101101,0,16,0,16,0,16,2,47,2,47,2,47,55
0011110010101110,1,40,1,40,1,40,0,74,0,74,0,74,96
0011110010101111,0,88,0,88,0,88,0,82,0,82,0,82,150
0011110010110000,0,25,0,25,0,25,3,62,3,62,3,62,101
0011110010110001,0,46,0,46,0,46,1,86,1,86,1,86,102
0011110010110010,2,67,2,67,2,67,1,81,1,81,1,81,151
0011110010110011,0,77,0,77,0,77,1,151,1,151,1,151,122
0011110010110100,1,70,1,70,1,70,1,76,1,76,1,76,122
0011110010110101,0,55,0,55,0,55,1,90,1,90,1,90,120
0011110010110110,0,66,0,66,0,66,0,103,0,103,0,103,71
0011110010110111,0,75,0,75,0,75,0,102,0,102,0,102,113
0011110010111000,0,32,0,32,0,32,0,61,0,61,0,61,89
0011110010111001,0,41,0,41,0,41,0,75,0,75,0,75,94
0011110010111010,1,29,1,29,1,29,1,73,1,73,1,73,72
0011110010111011,0,48,0,48,0,48,2,98,2,98,2,98,204
0011110010111100,0,43,0,43,0,43,1,72,1,72,1,72,47
0011110010111101,1,29,1,29,1,29,1,74,1,74,1,74,72
0011110010111110,0,38,0,38,0,38,1,72,1,72,1,72,133
0011110010111111,1,103,1,103,1,103,1,111,1,111,1,111,66
0011110011000000,0,11,0,11,0,11,1,27,1,27,1,27,104
0011110011000001,1,16,1,16,1,16,3,20,3,20,3,20,139
0011110011000010,1,22,1,22,1,22,3,59,3,59,3,59,108
0011110011000011,0,64,0,64,0,64,3,73,3,73,3,73,65
0011110011000100,1,13,1,13,1,13,1,25,1,25,1,25,110
0011110011000101,1,12,1,12,1,12,2,24,2,24,2,24,99
0011110011000110,0,27,0,27,0,27,3,38,3,38,3,38,119
0011110011000111,2,39,2,39,2,39,1,56,1,56,1,56,82
0011110011001000,0,10,0,10,0,10,1,20,1,20,1,20,58
0011110011001001,0,11,0,11,0,11,2,15,2,15,2,15,85
0011110011001010,1,34,1,34,1,34,3,35,3,35,3,35,84
0011110011001011,1,17,1,17,1,17,0,53,0,53,0,53,106
0011110011001100,0,9,0,9,0,9,2,17,2,17,2,17,62
0011110011001101,1,12,1,12,1,12,1,16,1,16,1,16,126
0011110011001110,1,19,1,19,1,19,2,40,2,40,2,40,93
0011110011001111,1,40,1,40,1,40,2,52,2,52,2,52,161
0011110011010000,1,24,1,24,1,24,4,44,4,44,4,44,143
0011110011010001,1,27,1,27,1,27,2,51,2,51,2,51,68
0011110011010010,0,25,0,25,0,25,2,40,2,40,2,40,82
0011110011010011,1,56,1,56,1,56,1,95,1,95,1,95,67
0011110011010100,1,34,1,34,1,34,0,48,0,48,0,48,67
0011110011010101,1,92,1,92,1,92,0,69,0,69,0,69,109
0011110011010110,2,41,2,41,2,41,3,80,3,80,3,80,53
0011110011010111,1,109,1,109,1,109,0,78,0,78,0,78,161
0011110011011000,1,14,1,14,1,14,2,31,2,31,2,31,49
0011110011011001,1,16,1,16,1,16,2,50,2,50,2,50,63
0011110011011010,0,37,0,37,0,37,0,50,0,50,0,50,99
0011110011011011,0,65,0,65,0,65,2,102,2,102,2,102,113
0011110011011100,1,51,1,51,1,51,1,33,1,33,1,33,52
0011110011011101,1,20,1,20,1,20,1,34,1,34,1,34,66
0011110011011110,0,67,0,67,0,67,1,55,1,55,1,55,119
0011110011011111,0,39,0,39,0,39,1,85,1,85,1,85,65
0011110011100000,4,8,4,8,4,8,5,21,5,21,5,21,166
0011110011100001,1,14,1,14,1,14,0,23,0,23,0,23,100
0011110011100010,1,37,1,37,1,37,0,29,0,29,0,29,92
0011110011100011,0,27,0,27,0,27,1,39,1,39,1,39,118
0011110011100100,1,5,1,5,1,5,0,27,0,27,0,27,77
0011110011100101,1,8,1,8,1,8,2,25,2,25,2,25,97
0011110011100110,2,13,2,13,2,13,0,31,0,31,0,31,87
0011110011100111,1,24,1,24,1,24,0,59,0,59,0,59,153
0011110011101000,2,9,2,9,2,9,0,14,0,14,0,14,71
0011110011101001,0,7,0,7,0,7,1,19,1,19,1,19,153
0011110011101010,0,12,0,12,0,12,4,21,4,21,4,21,84
0011110011101011,0,41,0,41,0,41,0,36,0,36,0,36,155
0011110011101100,1,3,1,3,1,3,0,16,0,16,0,16,53
0011110011101101,0,15,0,15,0,15,0,18,0,18,0,18,162
0011110011101110,2,18,2,18,2,18,1,33,1,33,1,33,84
0011110011101111,0,30,0,30,0,30,0,48,0,48,0,48,76
0011110011110000,0,19,0,19,0,19,3,31,3,31,3,31,65
0011110011110001,0,23,0,23,0,23,0,41,0,41,0,41,195
0011110011110010,2,18,2,18,2,18,2,53,2,53,2,53,81
0011110011110011,0,79,0,79,0,79,1,62,1,62,1,62,64
0011110011110100,0,23,0,23,0,23,0,42,0,42,0,42,73
0011110011110101,0,20,0,20,0,20,0,42,0,42,0,42,72
0011110011110110,0,32,0,32,0,32,1,49,1,49,1,49,89
0011110011110111,0,28,0,28,0,28,0,74,0,74,0,74,98
0011110011111000,0,11,0,11,0,11,0,27,0,27,0,27,79
0011110011111001,0,15,0,15,0,15,2,28,2,28,2,28,54
0011110011111010,2,27,2,27,2,27,0,34,0,34,0,34,66
0011110011111011,0,29,0,29,0,29,0,58,0,58,0,58,109
0011110011111100,1,21,1,21,1,21,0,35,0,35,0,35,66
0011110011111101,0,18,0,18,0,18,0,47,0,47,0,47,53
0011110011111110,1,47,1,47,1,47,0,50,0,50,0,50,126
0011110011111111,1,54,1,54,1,54,0,43,0,43,0,43,70
0011110100000000,0,19,0,19,0,19,5,37,5,37,5,37,111
0011110100000001,0,30,0,30,0,30,1,55,1,55,1,55,125
0011110100000010,0,85,0,85,0,85,0,55,0,55,0,55,172
0011110100000011,1,96,1,96,1,96,3,82,3,82,3,82,93
0011110100000100,3,25,3,25,3,25,1,39,1,39,1,39,118
0011110100000101,4,48,4,48,4,48,2,56,2,56,2,56,61
0011110100000110,2,19,2,19,2,19,2,44,2,44,2,44,127
0011110100000111,2,106,2,106,2,106,2,93,2,93,2,93,144
0011110100001000,1,16,1,16,1,16,2,20,2,20,2,20,106
0011110100001001,1,49,1,49,1,49,2,46,2,46,2,46,71
0011110100001010,2,57,2,57,2,57,0,38,0,38,0,38,76
